clips	text	text_process	pictos	tokens
cefc-fleuron-V_defle_exo_04_04-220	ah c'est c'est c'est-à-dire euh	ah c'est c'est c'est-à-dire euh	[7095, 36480, 7095, 36480, 16705]	celui-là être celui-là être expliquer
cefc-fleuron-V_defle_exo_04_04-219	c'est c'est	c'est c'est	[7095, 36480, 7095, 36480]	celui-là être celui-là être
cefc-fleuron-V_defle_exo_04_04-43	mh mh donc il me faut quand même la la carte de séjour qui est qui est expirée	mh mh donc il me faut quand même la la carte de séjour qui est qui est expirée	[6632, 15523, 8476, 5505, 7074, 32416, 9839, 11351, 36480, 11351, 30100]	me devoir le carte_géographique de colonie_de_vacance passé que être que expirer
cefc-fleuron-V_defle_exo_04_04-115	et vous aviez euh quelle sécurité sociale quand vous étiez à mgel	et vous aviez euh quelle sécurité sociale quand vous étiez à mgel	[11399, 9839, 7304, 32761, 22624, 12261, 8693, 32874, 7304, 36480, 7041, 12333]	et passé vous avoir quelle sécurité société quand vous être à association_à_but_non_lucratif
cefc-fleuron-V_defle_exo_04_04-99	donc vous allez régler	donc vous allez régler	[9829, 7304, 11694]	prochain vous sélectionner
cefc-fleuron-V_defle_exo_04_04-18	euh pas encore	euh pas encore	[5526, 37163]	non une_autre_fois
cefc-fleuron-V_defle_exo_04_04-218	euh il a pas un nom le foyer	euh il a pas un nom le foyer	[6480, 32761, 5526, 2627, 38570, 8476, 8072]	il avoir non un nom le cheminée
cefc-fleuron-V_defle_exo_04_04-250	si il faut passer aujourd'hui pour euh	si il faut passer aujourd'hui pour euh	[28359, 15523, 31999, 38276, 7194]	si devoir passer aujourd'hui pour
cefc-fleuron-V_defle_exo_04_04-125	dalf t c f oui	dalf t c f oui	[37779, 5584]	quelqu'un oui
cefc-fleuron-V_defle_exo_04_04-113	si vous pouvez faire les chèques pendant que je commence l'inscription	si vous pouvez faire les chèques pendant que je commence l'inscription	[28359, 7304, 35949, 6190, 8477, 16605, 7081, 11351, 6632, 5431, 8476, 9902]	si vous pouvoir faire les chèque pendant que me commencer le s'enregistrer
cefc-fleuron-V_defle_exo_04_04-81	non non j'en fais des photocopies	non non j'en fais des photocopies	[5525, 6632, 11709, 6190, 5374, 9876]	non me au faire plusieurs photocopie
cefc-fleuron-V_defle_exo_04_04-241	donc le dernier établissement fréquenté c'était nancy	donc le dernier établissement fréquenté c'était nancy	[8476, 4765, 15515, 2255, 7095, 36480, 2704]	le dernier institution entourage celui-là être ville
cefc-fleuron-V_defle_exo_04_04-209_1	donc là je vais faire	donc là je vais faire	[5375, 9829, 6632, 6190]	là prochain me faire
cefc-fleuron-V_defle_exo_04_04-296	donc vous payez déjà la première partie par chèque bancaire	donc vous payez déjà la première partie par chèque bancaire	[7304, 29070, 8476, 4726, 27093, 7212, 16605, 3062]	vous payer le premier pièce par chèque banque
cefc-fleuron-V_defle_exo_04_04-132	et euh vous avez passé le test de niveau	et euh vous avez passé le test de niveau	[11399, 9839, 7304, 31999, 8476, 7074, 37864]	et passé vous passer le de étage
cefc-fleuron-V_defle_exo_04_04-26	et euh déjà passé vingt-sept ans	et euh déjà passé vingt-sept ans	[11399, 31999, 29292, 6903]	et passer 27 année
cefc-fleuron-V_defle_exo_04_04-35_2	la carte séjour j'ai pas encore obtenir	la carte séjour j'ai pas encore obtenir	[8476, 5505, 32416, 6632, 32761, 5526, 37163, 24208]	le carte_géographique colonie_de_vacance me avoir non une_autre_fois attraper
cefc-fleuron-V_defle_exo_04_04-42	non c'est pas le récépissé c'est euh c'est le papier avant récépissé	non c'est pas le récépissé c'est euh c'est le papier avant récépissé	[5525, 7095, 36480, 5526, 8476, 9184, 7095, 36480, 7095, 36480, 8476, 8349, 32745, 9184]	non celui-là être non le ticket_de_caisse celui-là être celui-là être le papier avant ticket_de_caisse
cefc-fleuron-V_defle_exo_04_04-254	le non non non c'est c'est pour tirer le certificat de réussite	le non non non c'est c'est pour tirer le certificat de réussite	[8476, 5525, 7095, 36480, 7095, 36480, 7194, 38033, 8476, 27677, 7074, 23371]	le non celui-là être celui-là être pour agripper le certificat de succès
cefc-fleuron-V_defle_exo_04_04-200	en deux mille sept deux mille huit vous étiez à henri poincaré	en deux mille sept deux mille huit vous étiez à henri poincaré	[11709, 4890, 29258, 7248, 2628, 29258, 4896, 9839, 7304, 36480, 7041, 36935]	au 2 1000 7 deux 1000 8 passé vous être à haut_du_corps
cefc-fleuron-V_defle_exo_04_04-55	passeport il me faut euh une photo	passeport il me faut euh une photo	[6171, 6632, 15523, 8474, 7107]	passeport me devoir une photo
cefc-fleuron-V_defle_exo_04_04-51	donc elle elle expirait le quatre neuf	donc elle elle expirait le quatre neuf	[7028, 9839, 7028, 30100, 8476, 35665, 4705]	elle passé elle expirer le 4 neuf
cefc-fleuron-V_defle_exo_04_04-288	oui non c'est définitif	oui non c'est définitif	[5584, 5525, 7095, 36480]	oui non celui-là être
cefc-fleuron-V_defle_exo_04_04-124	le le tcf	le le tcf	[8476, 12333]	le association_à_but_non_lucratif
cefc-fleuron-V_defle_exo_04_04-47	non mais celle que vous aviez avant	non mais celle que vous aviez avant	[5525, 11377, 6906, 11351, 7304, 32761, 32745]	non alors_que celle-là que vous avoir avant
cefc-fleuron-V_defle_exo_04_04-78	c'est le le premier	c'est le le premier	[7095, 36480, 8476, 4726]	celui-là être le premier
cefc-fleuron-V_defle_exo_04_04-71	mais oui et il manque euh	mais oui et il manque euh	[11377, 5584, 11399, 6480, 32360]	alors_que oui et il manquer
cefc-fleuron-V_defle_exo_04_04-157	oui parce que j'ai qu'une chèque	oui parce que j'ai qu'une chèque	[5584, 11348, 6632, 32761, 11351, 8474, 16605]	oui parce_que me avoir que une chèque
cefc-fleuron-V_defle_exo_04_04-274_1	donc là c'est une inscription pour un semestre	donc là c'est une inscription pour un semestre	[5375, 7095, 36480, 8474, 9902, 7194, 2627]	là celui-là être une s'enregistrer pour un
cefc-fleuron-V_defle_exo_04_04-1	euh non bah je vais regarder	euh non bah je vais regarder	[5525, 9829, 6632, 6564]	non prochain me voir
cefc-fleuron-V_defle_exo_04_04-167	si c'est possible oui	si c'est possible oui	[28359, 7095, 36480, 37861, 5584]	si celui-là être décider oui
cefc-fleuron-V_defle_exo_04_04-39	il me faut aussi l'acte de le diplôme de fin d'études secondaires	il me faut aussi l'acte de le diplôme de fin d'études secondaires	[6632, 15523, 8476, 11319, 7074, 8476, 27724, 7074, 37064, 7074, 36055, 32294]	me devoir le acte de le diplôme de fin de études enseignement_supérieur
cefc-fleuron-V_defle_exo_04_04-82	ici il faut faire vos photocopies	ici il faut faire vos photocopies	[5382, 15523, 6190, 12283, 9876]	ici devoir faire à_toi photocopie
cefc-fleuron-V_defle_exo_04_04-67_2	certificat de licence	certificat de licence	[27677, 7074]	certificat de
cefc-fleuron-V_defle_exo_04_04-41	c'est quoi ça c'est le récépissé	c'est quoi ça c'est le récépissé	[10366, 6906, 7095, 36480, 8476, 9184]	qu'est-ce_que_c'est_ça celle-là celui-là être le ticket_de_caisse
cefc-fleuron-V_defle_exo_04_04-287	c'est pas un numéro provisoire	c'est pas un numéro provisoire	[7095, 36480, 5526, 2627, 2879]	celui-là être non un numéro
cefc-fleuron-V_defle_exo_04_04-153	vous payez par la carte	vous payez par la carte	[7304, 29070, 7212, 8476, 5505]	vous payer par le carte_géographique
cefc-fleuron-V_defle_exo_04_04-229	ah d'accord	ah d'accord	[31410]	d'accord
cefc-fleuron-V_defle_exo_04_04-44	oui la carte de séjour	oui la carte de séjour	[5584, 8476, 5505, 7074, 32416]	oui le carte_géographique de colonie_de_vacance
cefc-fleuron-V_defle_exo_04_04-180	donc la la première inscription dans l' dans l'enseignement supérieur c'était en	donc la la première inscription dans l' dans l'enseignement supérieur c'était en	[8476, 4726, 9839, 9902, 7034, 3033, 7034, 8476, 32294, 7095, 36480, 11709]	le premier passé s'enregistrer dans l dans le enseignement_supérieur celui-là être au
cefc-fleuron-V_defle_exo_04_04-245	parce qu'ils nous redemandent	parce qu'ils nous redemandent	[11348, 7032, 31672, 37163, 9840]	parce_que ils nous une_autre_fois demander
cefc-fleuron-V_defle_exo_04_04-196	ah il veut plus euh	ah il veut plus euh	[6480, 5441, 5508]	il vouloir plus_
cefc-fleuron-V_defle_exo_04_04-183	deux mille six oui	deux mille six oui	[4890, 29258, 2632, 5584]	2 1000 six oui
cefc-fleuron-V_defle_exo_04_04-266	mais le master faudra peut-être m'apporter une un relevé de notes	mais le master faudra peut-être m'apporter une un relevé de notes	[11377, 9829, 8476, 27724, 15523, 6632, 7280, 8474, 2627, 7074, 7187]	alors_que prochain le diplôme devoir me apporter une un de note
cefc-fleuron-V_defle_exo_04_04-215	entrez d'acc	entrez d'acc	[6491, 7074, 3417]	entrer de !
cefc-fleuron-V_defle_exo_04_04-285	il me dit incohérence	il me dit incohérence	[6480, 6632, 9693]	il me dire
cefc-fleuron-accueil_etudiants_Nancy2_partie1-18	donc je voulais juste passer le relais à nnaammee euh	donc je voulais juste passer le relais à nnaammee euh	[9839, 6632, 5441, 21381, 31999, 8476, 36105, 7041, 36935]	passé me vouloir juste passer le course_de_relais à haut_du_corps
cefc-fleuron-accueil_etudiants_Nancy2_partie1-28	voilà pour cette précision concernant les étudiants de nancy deux	voilà pour cette précision concernant les étudiants de nancy deux	[7194, 8476, 16705, 8477, 6042, 7074, 2704, 2628, 3417]	pour le expliquer les élève de ville deux !
cefc-fleuron-accueil_etudiants_Nancy2_partie1-23	oui bonjour j'ai déjà euh vu certains certains étudiants	oui bonjour j'ai déjà euh vu certains certains étudiants	[5584, 6009, 9839, 6632, 6564, 5374, 6042]	oui bonjour passé me voir plusieurs élève
cefc-fleuron-accueil_etudiants_Nancy2_partie1-3	donc vous avez été jusqu'ici avant votre arrivée en contact avec moi nnaammee nnaammee du service relations internationales	donc vous avez été jusqu'ici avant votre arrivée en contact avec moi nnaammee nnaammee du service relations internationales	[9839, 7304, 36480, 5382, 32745, 12285, 16807, 37217, 7064, 6632, 36935, 7074, 24657, 25792, 8173]	passé vous être ici avant votre arrive interagir avec me haut_du_corps de service relation mondial
cefc-fleuron-accueil_etudiants_Nancy2_partie1-19	que vous avez peut-être déjà rencontrée	que vous avez peut-être déjà rencontrée	[11351, 9839, 7304, 32761, 8207]	que passé vous avoir rencontre
cefc-fleuron-accueil_etudiants_Nancy2_partie1-26	à l'antenne du campus lettres euh tous les après-midis donc euh de treize heures trente à seize heures trente	à l'antenne du campus lettres euh tous les après-midis donc euh de treize heures trente à seize heures trente	[7041, 8476, 3252, 7074, 37544, 2688, 5596, 8477, 7268, 7074, 29474, 7041, 29492]	à le antenne de groupe_parlementaire lettre tout les après-midi de 1:30 à 16:30
cefc-fleuron-accueil_etudiants_Nancy2_partie1-27	donc voilà je vous dis à très bientôt	donc voilà je vous dis à très bientôt	[6632, 7304, 9693, 5896]	me vous dire au_revoir
cefc-fleuron-accueil_etudiants_Nancy2_partie1-10	à partir de maintenant les étudiants erasmus accueillis sur le campus lettres ne doivent plus s'adresser directement à moi	à partir de maintenant les étudiants erasmus accueillis sur le campus lettres ne doivent plus s'adresser directement à moi	[24753, 3417, 7074, 32747, 9839, 8477, 6042, 12333, 27125, 5451, 8476, 25916, 2688, 15523, 5508, 21828, 12264]	contraire ! de maintenant passé les élève association_à_but_non_lucratif visite sur le champ lettre devoir plus_ envoyer mon
cefc-fleuron-accueil_etudiants_Nancy2_partie1-13	et si jamais vous avez des difficultés vraiment particulières à ce moment-là nnaammee pourra vous envoyer vers moi pour qu'on puisse régler votre vos problèmes	et si jamais vous avez des difficultés vraiment particulières à ce moment-là nnaammee pourra vous envoyer vers moi pour qu'on puisse régler votre vos problèmes	[11399, 28359, 5527, 9829, 7304, 32761, 5374, 32436, 32588, 7041, 22633, 7095, 36935, 35949, 7304, 21828, 7125, 6632, 7194, 11351, 31672, 35949, 12285, 12283, 5556]	et si jamais prochain vous avoir plusieurs dur personnel à instant celui-là haut_du_corps pouvoir vous envoyer vers me pour que nous pouvoir votre à_toi problème
cefc-fleuron-accueil_etudiants_Nancy2_partie1-20	et puis j'en profite aussi pour vous souhaiter un très bon séjour à nancy et à nancy	et puis j'en profite aussi pour vous souhaiter un très bon séjour à nancy et à nancy	[6632, 11709, 36346, 7194, 7304, 32816, 2627, 25708, 34641, 32416, 7041, 2704, 11399, 7041, 2704]	me au bénéfice pour vous désirer un trop exact colonie_de_vacance à ville et à ville
cefc-fleuron-accueil_etudiants_Nancy2_partie1-2	sciences humaines nancy deux et seulement ce campus	sciences humaines nancy deux et seulement ce campus	[35437, 12333, 2704, 2628, 11399, 7095, 36345]	sciences_naturelles association_à_but_non_lucratif ville deux et celui-là association
cefc-fleuron-accueil_etudiants_Nancy2_partie1-9	et un donc euh	et un donc euh	[11399, 2627]	et un
cefc-fleuron-accueil_etudiants_Nancy2_partie1-8_1	dans le bâtiment b	dans le bâtiment b	[7034, 8476, 5989]	dans le bâtiment
cefc-fleuron-accueil_etudiants_Nancy2_partie1-5	donc vous aurez sur le campus lettres et sciences humaines une antenne erasmus qui se trouve euh dans le bâtiment b au rez-de-chaussée du bâtiment b	donc vous aurez sur le campus lettres et sciences humaines une antenne erasmus qui se trouve euh dans le bâtiment b au rez-de-chaussée du bâtiment b	[9829, 7304, 32761, 5451, 8476, 37544, 2688, 11399, 35437, 37544, 8474, 3252, 12333, 11351, 36392, 7034, 8476, 5989, 11709, 27477, 7074, 5989]	prochain vous avoir sur le groupe_parlementaire lettre et sciences_naturelles groupe_parlementaire une antenne association_à_but_non_lucratif que se_trouver dans le bâtiment au rez-de-chaussée de bâtiment
cefc-fleuron-accueil_etudiants_Nancy2_partie1-1	voilà effectivement donc ce message s'adresse exclusivement aux étudiants euh erasmus et programmes d'échanges accueillis sur le campus lettres	voilà effectivement donc ce message s'adresse exclusivement aux étudiants euh erasmus et programmes d'échanges accueillis sur le campus lettres	[9839, 7095, 32540, 21828, 7041, 6042, 12333, 11399, 24320, 7074, 12244, 27125, 5451, 8476, 25916, 2688, 3417]	passé celui-là courriel envoyer à élève association_à_but_non_lucratif et programme de échange visite sur le champ lettre !
cefc-fleuron-accueil_etudiants_Nancy2_partie1-7	quand vous entrez par la l'accueil principale du campus c'est juste en face de vous	quand vous entrez par la l'accueil principale du campus c'est juste en face de vous	[32874, 7304, 6491, 7212, 8476, 9861, 34782, 7074, 25916, 7095, 36480, 21381, 27365, 7074, 7304]	quand vous entrer par le accueil directeurs_d'école de champ celui-là être juste en_face de vous
cefc-fleuron-accueil_etudiants_Nancy2_partie1-15	bureau zéro cinquante	bureau zéro cinquante	[2916, 6972, 29342]	bureau 0 50
cefc-fleuron-accueil_etudiants_Nancy2_partie1-14	et je suis bien certaine que vous n'aurez pas de grosses difficultés pendant votre séjour ici	et je suis bien certaine que vous n'aurez pas de grosses difficultés pendant votre séjour ici	[11399, 9829, 6632, 36480, 37236, 11185, 7304, 32761, 5526, 7074, 25133, 32436, 7081, 12285, 32416, 5382]	et prochain me être vérité bien_que vous avoir non de gros dur pendant votre colonie_de_vacance ici
cefc-fleuron-accueil_etudiants_Nancy2_partie1-24	mais euh effectivement donc euh je serai contente de vous accueillir au nouveau bureau hein	mais euh effectivement donc euh je serai contente de vous accueillir au nouveau bureau hein	[11377, 6632, 6892, 7074, 7304, 27125, 11709, 11316, 2916]	alors_que me réjouir de vous visite au nouveau bureau
cefc-fleuron-accueil_etudiants_Nancy2_partie1-8_2	nnaammee bureau zéro cinsquante	nnaammee bureau zéro cinsquante	[36935, 2916, 2626]	haut_du_corps bureau zéro
cefc-fleuron-accueil_etudiants_Nancy2_partie1-22	en particulier pour les étudiants concernés	en particulier pour les étudiants concernés	[11709, 32588, 7194, 8477, 6042, 9025]	au personnel pour les élève prendre_le_courrier
cefc-fleuron-accueil_etudiants_Nancy2_partie1-6	euh le titre c'est relations internationales	euh le titre c'est relations internationales	[8476, 37406, 7095, 36480, 25792, 8173]	le titre celui-là être relation mondial
cefc-fleuron-accueil_etudiants_Nancy2_partie1-4	mais vous devez savoir que pendant l'été il y a eu des changements euh dans notre service et désormais la personne qui va vous accueillir sur le campus lettres et sciences humaines de nancy deux c'est ma collègue nnaammee nnaammee ici présente	mais vous devez savoir que pendant l'été il y a eu des changements euh dans notre service et désormais la personne qui va vous accueillir sur le campus lettres et sciences humaines de nancy deux c'est ma collègue nnaammee nnaammee ici présente	[11377, 9839, 7304, 15523, 16885, 11351, 7081, 8476, 5604, 9001, 5374, 31955, 7034, 12268, 24657, 11399, 13026, 8476, 34560, 11351, 8142, 7304, 27125, 5451, 8476, 37544, 2688, 11399, 35437, 37544, 7074, 2628, 7095, 36480, 12264, 36532, 36935, 5382, 9848]	alors_que passé vous devoir savoir que pendant le été il_y_a plusieurs changement dans notre service et désormais le personne que aller vous visite sur le groupe_parlementaire lettre et sciences_naturelles groupe_parlementaire de deux celui-là être mon collègue haut_du_corps ici courant
